U547,B2048,5
U1026,B2048,4
U160,B2048,5
U713,B2048,5
U430,B2048,5
U470,B2048,5
U385,B2048,4
U1026,B2048,4
U578,B2048,4
U325,B2048,4
U389,B2048,5
U804,B2048,5
U447,B2048,4
U601,B2048,5
U614,B2048,5
U971,B2048,3
U1428,B2048,5
U1079,B2048,4
U812,B2048,5
U1807,B2048,3
U406,B2048,5
U158,B2048,2
U1807,B2048,4
U1074,B2048,5
U834,B2048,4
U533,B2048,5
U588,B2048,3
U822,B2048,4
U393,B2048,4
U322,B2048,4
U344,B2048,4
U1209,B2048,4
U189,B2048,4
U698,B2048,4
U1160,B2048,3
U643,B2048,4
U1137,B2048,4
U1224,B2048,4
U403,B2048,4
U1186,B2048,4
U347,B2048,3
U390,B2048,5
U1080,B2048,4
U553,B2048,4
U456,B2048,5
U456,B2048,5
U360,B2048,5
U582,B2048,4
U601,B2048,3
U161,B2048,4
U780,B2048,5
U294,B2048,2
U709,B2048,3
U322,B2048,5
U761,B2048,3
U432,B2048,5
U741,B2048,4
U1061,B2048,4
U467,B2048,3
U432,B2048,5
U532,B2048,4
U310,B2048,5
U489,B2048,4
U322,B2048,4
U182,B2048,4
U710,B2048,5
U386,B2048,4
U1818,B2048,5
U516,B2048,3
U1170,B2048,4
U488,B2048,3
U1807,B2048,2
U1209,B2048,4
U1053,B2048,4
U1522,B2048,3
U1132,B2048,5
U971,B2048,5
U434,B2048,3
U510,B2048,4
U170,B2048,5
U300,B2048,3
U1069,B2048,5
U247,B2048,4
U719,B2048,5
U845,B2048,5
U373,B2048,5
U1081,B2048,5
U274,B2048,5
U1081,B2048,5
U1233,B2048,4
U522,B2048,5
U1075,B2048,5
U1201,B2048,3
U659,B2048,4
U174,B2048,5
U408,B2048,5
U678,B2048,4
U301,B2048,4
U174,B2048,5
U1986,B2048,5
U235,B2048,3
U678,B2048,3
U583,B2048,4
U275,B2048,4
U159,B2048,5
U342,B2048,4
U1808,B2048,4
U621,B2048,4
U1221,B2048,5
U435,B2048,4
U1231,B2048,4
U987,B2048,4
U1211,B2048,3
U380,B2048,3
U493,B2048,4
U407,B2048,4
U681,B2048,5
U319,B2048,2
U527,B2048,4
U1166,B2048,4
U720,B2048,4
U276,B2048,4
U180,B2048,4
U659,B2048,4
U330,B2048,4
U556,B2048,5
U161,B2048,5
U227,B2048,5
U831,B2048,5
U189,B2048,5
U1689,B2048,5
U215,B2048,4
U1248,B2048,4
U733,B2048,5
U458,B2048,5
U562,B2048,4
U260,B2048,4
U232,B2048,4
U1806,B2048,5
U699,B2048,4
U854,B2048,5
U291,B2048,3
U315,B2048,4
U589,B2048,5
U775,B2048,4
U1110,B2048,4
U1096,B2048,5
U296,B2048,2
U989,B2048,4
U2096,B2048,5
U530,B2048,4
U818,B2048,3
U438,B2048,5
U1234,B2048,4
U232,B2048,1
U818,B2048,5
U256,B2048,4
U218,B2048,4
U173,B2048,5
U296,B2048,5
U1865,B2048,3
U585,B2048,4
U407,B2048,4
U621,B2048,4
U844,B2048,1
U566,B2048,4
U934,B2048,3
U1859,B2048,5
U906,B2048,4
U529,B2048,3
U1862,B2048,4
U441,B2048,4
U1178,B2048,5
U703,B2048,5
U1193,B2048,4
U222,B2048,5
U178,B2048,4
U744,B2048,5
U536,B2048,4
U744,B2048,4
U880,B2048,5
U913,B2048,4
U849,B2048,4
U1088,B2048,2
U700,B2048,3
U606,B2048,5
U573,B2048,5
U611,B2048,2
U168,B2048,3
U1857,B2048,4
U1212,B2048,5
U2097,B2048,5
U278,B2048,5
U783,B2048,3
U1393,B2048,4
U563,B2048,2
U375,B2048,2
U337,B2048,4
U2067,B2050,4
U2051,B2050,4
U2072,B2050,5
U1116,B2051,3
U1102,B2051,3
U1105,B2051,3
U552,B2051,3
U1013,B2051,4
U857,B2051,3
U1176,B2051,5
U917,B2051,5
U2098,B2051,4
U991,B2051,4
U651,B2051,4
U444,B2051,4
U1831,B2051,4
U1833,B2051,4
U1517,B2052,1
U1356,B2052,4
U1003,B2052,3
U1482,B2052,5
U1480,B2052,5
U1551,B2052,1
U1483,B2052,3
U1262,B2052,1
U1335,B2052,5
U1694,B2052,5
U1528,B2052,5
U1252,B2052,3
U1449,B2052,5
U655,B2052,4
U1503,B2052,5
U1311,B2052,4
U1485,B2052,3
U1314,B2052,4
U1313,B2052,4
U1527,B2052,4
U1327,B2052,5
U1313,B2052,5
U1983,B2052,4
U1600,B2052,5
U1486,B2052,4
U194,B2052,4
U1256,B2052,2
U1514,B2052,4
U1677,B2052,5
U1732,B2052,3
U1263,B2052,4
U1695,B2052,2
U1465,B2052,5
U1320,B2052,5
U1428,B2052,4
U1878,B2052,4
U1368,B2052,4
U1364,B2052,5
U1618,B2052,5
U1406,B2052,4
U1519,B2052,3
U2099,B2052,5
U1426,B2052,4
U1981,B2052,3
U2014,B2052,2
U1505,B2052,5
U1514,B2052,5
U1317,B2052,4
U1295,B2052,5
U1489,B2052,4
U1295,B2052,5
U1508,B2052,3
U1364,B2052,5
U1442,B2052,4
U1945,B2052,4
U1454,B2052,5
U1276,B2052,4
U1348,B2052,4
U1354,B2052,4
U1423,B2052,4
U1293,B2052,4
U1003,B2052,1
U1305,B2052,5
U1922,B2052,4
U1571,B2052,3
U1880,B2052,4
U1557,B2052,5
U1308,B2052,4
U1473,B2052,5
U1969,B2052,2
U1302,B2052,5
U1283,B2052,4
U1419,B2052,5
U1284,B2052,4
U1473,B2052,5
U1425,B2052,5
U1286,B2052,3
U2099,B2052,2
U1593,B2053,4
U1531,B2053,5
U1630,B2053,3
U1288,B2053,4
U1538,B2053,5
U1596,B2053,5
U1954,B2053,5
U1715,B2053,4
U1514,B2053,3
U1592,B2053,2
U1625,B2053,4
U2021,B2053,4
U1307,B2053,4
U52,B2054,3
U68,B2054,3
U86,B2054,4
U104,B2054,1
U67,B2054,2
U1770,B2054,3
U80,B2054,1
U54,B2054,2
U26,B2054,3
U46,B2054,3
U1766,B2054,4
U90,B2054,2
U101,B2054,3
U56,B2054,4
U78,B2054,3
U26,B2054,4
U97,B2054,2
U72,B2054,3
U47,B2054,4
U463,B2055,4
U182,B2055,5
U804,B2055,4
U839,B2055,4
U1224,B2055,3
U525,B2055,5
U257,B2055,3
U710,B2055,4
U167,B2055,4
U434,B2055,5
U868,B2055,3
U805,B2055,4
U1227,B2055,2
U197,B2055,5
U639,B2055,5
U1251,B2055,2
U424,B2055,1
U228,B2055,5
U1242,B2055,4
U236,B2055,4
U1142,B2055,2
U1112,B2055,1
U941,B2055,5
U881,B2055,4
U563,B2055,4
U881,B2055,4
U1874,B2055,4
U1204,B2055,4
U314,B2055,5
U1050,B2055,1
U613,B2055,3
U1871,B2055,3
U613,B2055,1
U255,B2055,3
U1821,B2055,4
U613,B2055,3
U250,B2055,2
U285,B2055,2
U613,B2055,4
U686,B2055,1
U1204,B2055,2
U1386,B2056,4
U1607,B2056,4
U1496,B2056,3
U1386,B2056,2
U1252,B2056,4
U1609,B2056,3
U1719,B2056,4
U952,B2056,4
U1667,B2056,3
U1630,B2056,3
U950,B2056,5
U1402,B2056,4
U942,B2057,4
U1701,B2057,5
U88,B2058,4
U95,B2058,3
U61,B2058,3
U110,B2058,3
U65,B2058,4
U93,B2058,4
U1759,B2058,4
U57,B2058,3
U112,B2058,3
U393,B2059,4
U1049,B2059,5
U455,B2059,3
U1180,B2059,4
U985,B2060,5
U993,B2060,4
U415,B2060,4
U1175,B2060,3
U662,B2060,4
U1182,B2060,4
U899,B2060,2
U302,B2060,5
U875,B2060,4
U1117,B2060,3
U899,B2060,1
U1117,B2060,1
U425,B2061,3
U915,B2061,5
U967,B2061,3
U1799,B2061,2
U1182,B2061,4
U990,B2061,2
U705,B2061,3
U832,B2062,3
U415,B2062,4
U929,B2062,4
U635,B2062,3
U52,B2062,3
U436,B2062,4
U434,B2062,2
U516,B2062,4
U1357,B2063,3
U1548,B2063,5
U57,B2063,2
U1613,B2063,4
U1559,B2063,3
U1421,B2063,4
U1503,B2063,4
U1697,B2063,3
U1646,B2063,4
U1644,B2063,4
U1641,B2063,5
U1621,B2063,5
U549,B2063,4
U1655,B2063,3
U1611,B2063,3
U1520,B2063,2
U1410,B2063,5
U1621,B2063,4
U1735,B2063,4
U1929,B2063,3
U1916,B2063,5
U1624,B2063,5
U1946,B2063,4
U1420,B2063,4
U1521,B2063,5
U745,B2064,2
U745,B2064,1
U1148,B2064,5
U644,B2064,4
U773,B2064,4
U326,B2064,4
U1134,B2064,4
U1213,B2064,4
U625,B2064,2
U814,B2064,3
U625,B2064,1
U1121,B2064,5
U809,B2064,4
U1528,B2065,3
U1920,B2065,3
U1600,B2065,2
U1920,B2065,1
U1536,B2065,3
U1547,B2065,3
U1642,B2065,3
U1367,B2065,3
U1271,B2065,4
U1261,B2065,3
U1682,B2065,5
U1477,B2065,5
U1917,B2065,3
U2004,B2065,3
U2043,B2065,5
U1917,B2065,1
U1257,B2065,3
U833,B2066,2
U1861,B2066,4
U1250,B2066,4
U1211,B2066,4
U631,B2066,5
U616,B2066,4
U742,B2066,4
U228,B2066,4
U413,B2066,1
U534,B2066,4
U1215,B2066,1
U538,B2066,2
U1873,B2066,3
U1215,B2066,1
U42,B2067,3
U46,B2067,3
U390,B2068,4
U390,B2068,5
U634,B2068,4
U200,B2068,4
U738,B2068,3
U447,B2068,3
U1853,B2068,3
U463,B2068,3
U1176,B2068,4
U655,B2068,4
U718,B2068,3
U451,B2068,4
U1209,B2068,3
U1844,B2068,3
U832,B2068,4
U261,B2068,4
U951,B2068,5
U1837,B2068,3
U797,B2068,4
U185,B2068,4
U439,B2068,4
U571,B2068,5
U504,B2068,2
U570,B2068,4
U669,B2068,5
U782,B2068,5
U1857,B2068,5
U653,B2068,2
U1057,B2068,3
U676,B2069,5
U1405,B2069,1
U1536,B2069,1
U1593,B2070,2
U1292,B2070,2
U1267,B2070,3
U1569,B2070,4
U1531,B2070,4
U390,B2071,5
U601,B2071,5
U447,B2071,4
U533,B2071,5
U458,B2071,3
U533,B2071,5
U1074,B2071,4
U1818,B2071,4
U517,B2071,3
U895,B2071,5
U513,B2071,3
U64,B2071,4
U463,B2071,3
U630,B2071,4
U511,B2071,4
U467,B2071,5
U584,B2071,5
U436,B2071,5
U455,B2071,4
U718,B2071,5
U380,B2071,4
U2017,B2071,3
U162,B2071,4
U1986,B2071,5
U1160,B2071,5
U1168,B2071,5
U163,B2071,5
U478,B2071,5
U247,B2071,3
U490,B2071,5
U314,B2071,5
U362,B2071,4
U211,B2071,3
U485,B2071,5
U1009,B2071,4
U322,B2071,4
U217,B2071,5
U470,B2071,5
U738,B2071,5
U493,B2071,5
U361,B2071,5
U476,B2071,5
U470,B2071,5
U1844,B2071,4
U340,B2072,4
U1101,B2072,5
U876,B2072,4
U2012,B2072,2
U61,B2073,3
U74,B2073,4
U216,B2074,2
U886,B2074,3
U532,B2074,2
U1096,B2074,3
U1057,B2074,3
U1993,B2074,4
U67,B2075,3
U119,B2075,3
U463,B2076,1
U1033,B2076,1
U201,B2076,2
U1208,B2076,2
U548,B2076,3
U196,B2076,2
U554,B2076,1
U1244,B2076,3
U647,B2076,3
U1202,B2076,4
U418,B2076,2
U1211,B2076,3
U655,B2076,3
U581,B2076,4
U901,B2076,1
U1240,B2076,3
U1873,B2076,4
U1201,B2076,4
U473,B2077,4
U1247,B2077,3
U417,B2077,4
U1050,B2077,4
U222,B2077,2
U222,B2077,4
U1821,B2077,1
U486,B2077,3
U1599,B2078,5
U655,B2078,5
U1483,B2078,5
U1668,B2078,4
U1640,B2078,3
U1638,B2078,4
U1611,B2078,4
U1913,B2078,2
U2047,B2078,4
U1538,B2078,5
U1633,B2078,3
U1550,B2078,5
U1878,B2078,4
U1419,B2078,5
U1395,B2078,2
U1253,B2079,5
U1253,B2079,5
U1265,B2079,4
U1260,B2079,3
U985,B2080,5
U1108,B2080,1
U983,B2081,2
U350,B2081,4
U678,B2081,4
U2027,B2081,5
U993,B2082,3
U913,B2082,3
U2003,B2082,4
U1098,B2082,1
U541,B2082,3
U1832,B2082,3
U3,B2083,2
U12,B2083,4
U5,B2083,4
U1751,B2083,3
U2095,B2083,1
U39,B2083,3
U28,B2083,3
U2100,B2083,3
U34,B2083,4
U17,B2083,2
U415,B2084,2
U1101,B2084,3
U1101,B2084,1
U273,B2084,3
U2033,B2084,1
U1357,B2085,5
U1898,B2085,5
U1517,B2085,4
U1638,B2085,5
U1607,B2085,5
U1598,B2085,4
U1598,B2085,5
U1285,B2085,5
U1594,B2085,4
U1512,B2085,5
U1524,B2085,5
U1512,B2085,5
U1499,B2085,5
U1450,B2085,5
U1499,B2085,5
U257,B2085,3
U1524,B2085,4
U1499,B2085,2
U1957,B2085,3
U1634,B2085,3
U1482,B2085,4
U1512,B2085,4
U1282,B2085,4
U1501,B2085,2
U1594,B2085,5
U1536,B2085,4
U1252,B2085,4
U1524,B2085,5
U2047,B2085,4
U1517,B2085,2
U1443,B2085,3
U1402,B2085,4
U1918,B2085,4
U1498,B2085,3
U1402,B2085,1
U1915,B2085,4
U1508,B2085,3
U2024,B2085,5
U1914,B2085,4
U1503,B2085,4
U1342,B2085,4
U1919,B2085,4
U2011,B2085,5
U1560,B2085,4
U1386,B2085,4
U1255,B2085,5
U1878,B2085,4
U1056,B2085,5
U1736,B2085,1
U1456,B2085,4
U1402,B2085,4
U1749,B2085,3
U1682,B2085,1
U1317,B2085,4
U572,B2085,4
U436,B2086,4
U463,B2087,4
U463,B2087,4
U1948,B2088,4
U1892,B2088,4
U1892,B2088,3
U1697,B2088,4
U1528,B2088,4
U1892,B2088,4
U1532,B2088,3
U1984,B2088,2
U925,B2088,4
U1621,B2088,3
U1439,B2088,4
U1615,B2088,3
U1257,B2088,3
U1892,B2088,2
U1670,B2088,4
U1964,B2088,5
U1632,B2088,4
U1572,B2088,4
U1514,B2088,3
U1611,B2088,3
U1632,B2088,3
U1892,B2088,4
U77,B2089,4
U257,B2090,4
U2059,B2091,5
U2071,B2091,2
U2070,B2091,2
U2074,B2091,4
U1971,B2091,4
U2063,B2091,4
U2063,B2091,4
U2063,B2091,1
U2056,B2091,3
U210,B2092,4
U210,B2092,4
U255,B2092,5
U382,B2092,1
U348,B2092,4
U613,B2092,4
U216,B2092,1
U216,B2092,1
U613,B2092,4
U576,B2093,2
U311,B2093,4
U1105,B2094,3
U895,B2094,1
U895,B2094,2
U323,B2094,5
U1118,B2094,4
U1840,B2094,4
U13,B2095,1
U937,B2096,5
U811,B2096,3
U1018,B2096,4
U1851,B2096,3
U428,B2097,1
U937,B2098,1
U937,B2098,3
U1019,B2098,1
U389,B2100,4
U437,B2100,3
U635,B2100,3
U546,B2100,5
U971,B2101,1
U1090,B2101,1
U350,B2101,5
U988,B2101,3
U899,B2101,5
U258,B2101,1
U970,B2101,4
U1046,B2102,4
U166,B2102,4
U327,B2102,4
U525,B2102,4
U998,B2102,1
U2082,B2103,2
U1782,B2103,3
U2000,B2103,4
U125,B2103,4
U1787,B2103,5
U1784,B2103,3
U137,B2103,5
U1789,B2103,3
U1797,B2103,2
U126,B2103,4
U1790,B2103,3
U1788,B2103,4
U138,B2103,5
U1792,B2103,5
U29,B2104,4
U1756,B2104,4
U29,B2104,3
U16,B2104,4
U25,B2104,2
U2,B2104,5
U6,B2104,4
U4,B2104,2
U27,B2104,2
U1752,B2104,3
U1744,B2104,3
U1500,B2105,4
U1482,B2105,3
U1511,B2105,2
U1498,B2105,4
U1695,B2105,2
U1526,B2105,5
U1504,B2105,5
U1909,B2105,5
U1287,B2105,3
U1909,B2105,5
U1543,B2105,4
U1343,B2105,4
U1668,B2105,4
U1983,B2105,4
U1327,B2105,5
U1546,B2105,5
U1908,B2105,3
U1908,B2105,2
U1571,B2105,4
U1440,B2105,4
U1902,B2105,5
U1377,B2105,2
U1911,B2105,5
U1605,B2105,5
U1885,B2105,4
U1336,B2105,5
U298,B2106,2
U549,B2106,1
U971,B2106,4
U961,B2106,1
U1819,B2106,4
U216,B2106,3
U340,B2106,3
U355,B2106,3
U1105,B2106,3
U929,B2106,3
U975,B2106,3
U634,B2106,3
U273,B2106,5
U717,B2106,4
U273,B2106,5
U525,B2106,4
U1197,B2106,1
U327,B2106,2
U1103,B2106,5
U721,B2106,2
U928,B2106,2
U1819,B2106,5
U498,B2106,1
U1143,B2106,5
U728,B2106,1
U1077,B2106,5
U2002,B2106,2
U666,B2106,4
U1015,B2106,1
U258,B2106,5
U802,B2106,4
U1668,B2107,4
U182,B2108,4
U615,B2108,4
U455,B2108,4
U447,B2108,4
U435,B2108,5
U167,B2108,3
U638,B2108,4
U161,B2108,2
U674,B2108,4
U364,B2108,4
U622,B2108,4
U364,B2108,3
U411,B2108,4
U1122,B2108,5
U459,B2108,2
U3,B2109,3
U25,B2109,2
U1756,B2110,3
U2,B2110,3
U29,B2110,4
U25,B2110,4
U1,B2110,3
U1744,B2110,3
U31,B2110,2
U6,B2110,3
U2101,B2110,4
U2101,B2110,5
U1745,B2110,2
U8,B2110,3
U4,B2110,1
U40,B2110,4
U3,B2110,4
U8,B2110,4
U18,B2110,5
U1752,B2110,4
U1747,B2110,5
U1746,B2110,3
U7,B2110,1
U28,B2110,2
U27,B2110,4
U1748,B2110,3
U22,B2110,5
U2095,B2110,4
U1753,B2110,3
U1755,B2110,3
U0,B2110,2
U2100,B2110,3
U11,B2111,3
U24,B2111,4
U27,B2111,3
U31,B2111,3
U135,B2112,1
U415,B2113,3
U208,B2113,3
U425,B2113,4
U1825,B2113,4
U397,B2113,4
U874,B2113,5
U537,B2113,3
U746,B2113,3
U302,B2114,2
U1127,B2114,1
U171,B2114,1
U902,B2114,1
U515,B2114,2
U541,B2114,3
U902,B2114,1
U1211,B2114,2
U442,B2114,3
U1042,B2114,1
U881,B2114,3
U1868,B2115,5
U1210,B2115,5
U805,B2115,3
U1210,B2115,5
U1689,B2115,5
U1689,B2115,5
U559,B2115,2
U335,B2115,3
U2097,B2115,5
U930,B2116,3
U973,B2116,2
U1018,B2116,2
U933,B2116,2
U1243,B2116,3
U316,B2116,4
U410,B2116,3
U2012,B2116,2
U316,B2116,2
U1920,B2117,2
U1920,B2117,4
U1600,B2117,3
U1394,B2117,5
U1890,B2117,4
U1309,B2117,5
U1939,B2117,3
U1527,B2117,4
U1900,B2117,5
U1340,B2117,5
U1651,B2117,1
U1716,B2117,2
U1900,B2117,5
U1642,B2117,5
U1979,B2117,5
U1564,B2117,4
U1917,B2117,2
U2005,B2117,5
U141,B2118,3
U1689,B2119,4
U182,B2119,2
U638,B2119,3
U228,B2119,4
U1811,B2119,4
U285,B2119,4
U377,B2119,5
U880,B2119,5
U371,B2119,5
U507,B2119,5
U2017,B2119,3
U1780,B2120,4
U55,B2120,4
U97,B2120,3
U1780,B2120,5
U434,B2121,5
U868,B2121,4
U228,B2121,5
U868,B2121,5
U525,B2121,4
U864,B2121,4
U285,B2121,3
U216,B2121,5
U216,B2121,5
U613,B2121,3
U868,B2121,5
U601,B2122,4
U457,B2122,5
U1165,B2122,4
U827,B2122,4
U1991,B2122,2
U1081,B2122,4
U235,B2122,4
U457,B2122,5
U741,B2122,4
U720,B2122,5
U1121,B2122,5
U797,B2122,5
U2001,B2122,4
U1125,B2122,3
U1076,B2122,2
U702,B2122,5
U1172,B2122,5
U1092,B2122,4
U524,B2122,2
U373,B2122,5
U311,B2123,2
U789,B2123,3
U1008,B2123,3
U398,B2123,3
U415,B2123,4
U600,B2123,3
U699,B2123,3
U1151,B2123,4
U1101,B2123,4
U835,B2123,3
U515,B2123,3
U792,B2123,4
U236,B2123,3
U193,B2123,2
U1032,B2123,5
U285,B2123,3
U461,B2123,5
U865,B2123,5
U705,B2123,5
U42,B2124,3
U86,B2124,2
U82,B2124,3
U1768,B2124,3
U321,B2125,3
U466,B2125,3
U161,B2125,4
U76,B2126,4
U76,B2126,4
U1779,B2126,3
U66,B2126,3
U1777,B2126,5
U634,B2127,4
U933,B2127,5
U898,B2127,4
U964,B2127,4
U1018,B2127,1
U202,B2127,4
U837,B2127,4
U747,B2127,4
U1182,B2127,5
U244,B2127,3
U182,B2128,3
U434,B2128,3
U228,B2128,3
U526,B2128,2
U535,B2128,3
U881,B2128,3
U1210,B2128,1
U1840,B2128,3
U880,B2128,1
U434,B2128,2
U613,B2128,4
U613,B2128,2
U1215,B2128,2
U285,B2128,3
U937,B2129,4
U522,B2129,3
U522,B2129,5
U1341,B2130,2
U1269,B2130,4
U1341,B2130,3
U1297,B2130,3
U1308,B2130,4
U1385,B2130,2
U1104,B2131,3
U509,B2131,1
U835,B2131,4
U161,B2131,2
U303,B2131,3
U1834,B2131,2
U641,B2131,3
U509,B2131,3
U888,B2131,2
U910,B2131,2
U894,B2131,3
U359,B2131,3
U425,B2131,4
U949,B2131,4
U218,B2131,3
U415,B2131,4
U937,B2131,2
U1023,B2131,5
U987,B2131,4
U519,B2131,1
U1023,B2131,5
U1009,B2131,4
U1187,B2131,4
U545,B2131,4
U476,B2131,3
U238,B2131,3
U963,B2131,2
U1837,B2131,2
U888,B2131,4
U1073,B2131,4
U252,B2131,4
U1038,B2131,4
U756,B2131,4
U619,B2131,2
U599,B2131,3
U904,B2131,3
U908,B2131,4
U1839,B2131,3
U916,B2131,3
U1031,B2131,3
U341,B2131,3
U996,B2131,3
U608,B2131,4
U873,B2131,4
U1021,B2131,3
U1057,B2131,3
U890,B2131,5
U46,B2132,3
U1766,B2132,4
U1758,B2132,4
U47,B2133,2
U88,B2133,5
U1763,B2133,4
U69,B2133,2
U1772,B2133,4
U2018,B2133,4
U58,B2133,5
U80,B2133,5
U57,B2133,3
U72,B2133,3
U1468,B2133,3
U896,B2134,2
U1376,B2134,5
U1287,B2134,2
U1040,B2134,3
U1613,B2134,3
U122,B2135,1
U144,B2135,1
U199,B2136,4
U160,B2136,4
U345,B2136,4
U352,B2136,4
U708,B2136,3
U158,B2136,4
U169,B2136,4
U428,B2136,3
U392,B2136,3
U447,B2136,4
U582,B2136,3
U771,B2136,4
U245,B2136,3
U1250,B2136,1
U345,B2136,5
U163,B2136,3
U362,B2136,2
U419,B2136,4
U269,B2136,2
U471,B2136,4
U620,B2136,3
U232,B2136,4
U437,B2136,4
U693,B2136,4
U1806,B2136,2
U926,B2136,3
U743,B2136,4
U1820,B2136,4
U606,B2136,5
U1158,B2136,3
U1992,B2136,5
U531,B2136,4
U257,B2137,3
U724,B2137,5
U724,B2137,1
U257,B2138,3
U1230,B2138,4
U257,B2139,2
U1238,B2139,4
U1211,B2139,4
U724,B2139,1
U1447,B2140,1
U1669,B2140,4
U1312,B2140,5
U1480,B2140,4
U1320,B2140,4
U1319,B2140,4
U1319,B2140,5
U1320,B2140,3
U1264,B2140,4
U1295,B2140,5
U1263,B2140,3
U1261,B2140,2
U1275,B2140,5
U1319,B2140,5
U1319,B2140,5
U1308,B2140,4
U1319,B2140,5
U1319,B2140,5
U1641,B2140,5
U1319,B2140,5
U2086,B2141,4
U1435,B2142,2
U1532,B2142,3
U1501,B2142,3
U1512,B2142,3
U1434,B2142,3
U1278,B2142,3
U1462,B2142,2
U1626,B2142,3
U1427,B2142,2
U1387,B2142,4
U1601,B2142,3
U257,B2143,3
U805,B2143,3
U896,B2143,3
U215,B2143,4
U257,B2143,4
U486,B2143,4
U806,B2143,4
U1165,B2143,4
U855,B2143,3
U480,B2143,2
U417,B2143,5
U1181,B2143,1
U506,B2143,3
U1211,B2143,4
U598,B2143,4
U1209,B2143,4
U135,B2144,1
U135,B2144,1
U1977,B2145,3
U1438,B2145,5
U1635,B2145,4
U655,B2145,3
U1499,B2145,4
U1529,B2145,4
U1499,B2145,5
U1329,B2145,5
U1438,B2145,5
U1499,B2145,4
U1335,B2145,5
U1886,B2145,2
U2042,B2145,4
U1519,B2145,4
U1714,B2145,4
U1366,B2145,2
U1983,B2145,2
U1675,B2145,5
U1438,B2145,4
U1955,B2145,5
U1921,B2145,4
U1681,B2145,5
U1273,B2145,5
U1406,B2145,4
U1273,B2145,5
U2008,B2145,5
U1696,B2145,4
U1335,B2145,5
U1485,B2145,3
U1642,B2145,5
U1405,B2145,4
U1422,B2145,4
U1550,B2145,4
U925,B2145,4
U1404,B2145,4
U1922,B2145,4
U1409,B2145,3
U1620,B2145,3
U1488,B2145,5
U1736,B2145,2
U1468,B2145,4
U1559,B2145,5
U1418,B2145,5
U1943,B2145,4
U1579,B2145,5
U2016,B2145,4
U1513,B2145,5
U1616,B2145,4
U2042,B2145,3
U1690,B2145,5
U1499,B2145,3
U1218,B2145,4
U1361,B2145,4
U1945,B2145,4
U1418,B2145,5
U1532,B2145,5
U1431,B2145,4
U1440,B2145,5
U1218,B2145,1
U1421,B2145,3
U1301,B2145,1
U1381,B2145,5
U1676,B2145,2
U1392,B2145,4
U2023,B2145,2
U212,B2145,4
U1432,B2145,2
U1418,B2145,5
U1702,B2145,3
U1910,B2145,3
U1635,B2145,3
U1392,B2145,3
U1417,B2145,1
U415,B2146,5
U985,B2146,3
U601,B2146,2
U1108,B2146,2
U898,B2146,1
U2025,B2146,3
U69,B2147,3
U69,B2147,4
U1543,B2148,4
U1971,B2148,3
U1503,B2148,3
U1891,B2148,4
U1428,B2148,3
U1955,B2148,2
U1393,B2148,4
U1357,B2149,5
U1252,B2149,5
U1898,B2149,5
U1600,B2149,5
U1499,B2149,5
U1462,B2149,5
U1634,B2149,5
U108,B2150,4
U108,B2150,2
U108,B2150,4
U108,B2150,5
U108,B2150,5
U108,B2150,5
U108,B2150,5
U108,B2150,5
U97,B2150,4
U53,B2150,3
U2055,B2152,1
U790,B2153,5
U907,B2153,3
U196,B2153,3
U196,B2153,2
U305,B2153,4
U791,B2153,4
U833,B2155,3
U177,B2155,1
U661,B2155,4
U177,B2155,1
U895,B2157,4
U909,B2157,3
U886,B2157,3
U532,B2157,3
U848,B2157,4
U1097,B2157,1
U906,B2157,4
U1000,B2157,1
U1057,B2157,4
U1092,B2157,4
U1092,B2157,1
U780,B2158,2
U224,B2158,5
U486,B2158,2
U1063,B2158,1
U1693,B2159,4
U1342,B2159,4
U1342,B2159,3
U1939,B2159,4
U1728,B2159,4
U1721,B2159,3
U1684,B2159,1
U1514,B2159,3
U990,B2162,3
U2055,B2163,4
U2053,B2163,2
U1647,B2164,1
U1995,B2164,2
U1955,B2164,2
U1593,B2164,1
U1541,B2164,5
U1499,B2164,4
U1675,B2164,1
U1266,B2164,2
U1173,B2164,3
U1165,B2164,2
U1523,B2164,1
U1470,B2164,1
U1090,B2164,3
U1533,B2164,2
U1669,B2164,2
U1968,B2164,3
U789,B2164,3
U895,B2164,2
U247,B2164,2
U1732,B2164,1
U1995,B2164,4
U1943,B2164,4
U1331,B2164,4
U1320,B2164,1
U1956,B2164,5
U1503,B2164,4
U1686,B2164,3
U1624,B2164,2
U144,B2164,2
U1969,B2164,2
U1433,B2164,4
U1880,B2164,3
U1414,B2164,4
U1091,B2164,3
U1936,B2164,3
U2004,B2164,5
U1304,B2164,4
U1612,B2165,4
U2047,B2165,5
U1282,B2165,4
U1499,B2165,4
U1499,B2165,5
U1501,B2165,2
U1424,B2165,3
U1720,B2165,5
U1638,B2165,2
U1512,B2165,4
U1609,B2165,3
U1529,B2165,2
U1518,B2165,4
U1335,B2165,3
U1721,B2165,5
U1348,B2165,5
U520,B2165,4
U1537,B2165,5
U1677,B2165,4
U1918,B2165,4
U1524,B2165,3
U1610,B2165,4
U1342,B2165,4
U1539,B2165,4
U520,B2165,4
U1372,B2165,4
U1809,B2165,3
U2037,B2165,4
U2017,B2165,4
U1340,B2165,5
U1886,B2165,4
U1896,B2165,3
U2037,B2165,4
U1498,B2165,3
U1503,B2165,4
U1724,B2165,4
U575,B2165,3
U1409,B2165,3
U1430,B2165,4
U1649,B2165,5
U1919,B2165,5
